18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,4,4,4,11,11,11,11,11,4,4,4,4,4,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,4,11,11,11,11,11,11,11,11,11,11,11,11,0,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,4,11,11,11,11,11,11,11,11,11,11,11,11,0,0,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,4,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,4,11,11,11,11,11,11,11,11,11,11,11,11,11,0,D3<1,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,4,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,3,11,11,11,11,11,11,11,11,11,3,3,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,3,11,11,L11,11,L11,11,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
